Health Facility,Week,Year,Cases,Station,Precipitation,MIN,MAX,Deaths
Chiwenga RHC,50,2014,0,Chiwenga RHC,81.73,24.01571429,33.02428571,0
Chiwenga RHC,51,2014,0,Chiwenga RHC,43.75,23.68142857,31.50142857,0
Chiwenga RHC,52,2014,0,Chiwenga RHC,31.66,23.65714286,30.42142857,0
Chiwenga RHC,53,2014,0,,,,,0
DAMBAKURIMA RHC,1,2014,3,DAMBAKURIMA RHC,73.36,23.378,29.95,0
DAMBAKURIMA RHC,2,2014,7,DAMBAKURIMA RHC,31.6,23.24714286,30.68857143,0
DAMBAKURIMA RHC,3,2014,11,DAMBAKURIMA RHC,23.12,21.93714286,31.01428571,0
DAMBAKURIMA RHC,4,2014,20,DAMBAKURIMA RHC,43.56,22.64285714,29.43857143,0
DAMBAKURIMA RHC,5,2014,13,DAMBAKURIMA RHC,54.73,22.76428571,29.05428571,0
DAMBAKURIMA RHC,6,2014,12,DAMBAKURIMA RHC,83.57,23.22714286,28.83,0
DAMBAKURIMA RHC,7,2014,11,DAMBAKURIMA RHC,57.43,21.36428571,29.33428571,0
DAMBAKURIMA RHC,8,2014,9,DAMBAKURIMA RHC,40.39,21.65857143,29.19428571,0
DAMBAKURIMA RHC,9,2014,6,DAMBAKURIMA RHC,18.91,22.00571429,30.81857143,0
DAMBAKURIMA RHC,10,2014,12,DAMBAKURIMA RHC,19.23,22.28857143,29.90857143,0
DAMBAKURIMA RHC,11,2014,21,DAMBAKURIMA RHC,15.59,22.50714286,29.90571429,0
DAMBAKURIMA RHC,12,2014,0,DAMBAKURIMA RHC,8.99,20.21285714,31.87571429,0
DAMBAKURIMA RHC,13,2014,44,DAMBAKURIMA RHC,3.8,20.48857143,32.62285714,0
DAMBAKURIMA RHC,14,2014,118,DAMBAKURIMA RHC,1.5,20.16714286,33.64,0
DAMBAKURIMA RHC,15,2014,142,DAMBAKURIMA RHC,1.01,19.17857143,31.12714286,0
DAMBAKURIMA RHC,16,2014,70,DAMBAKURIMA RHC,0.7,19.36,32.47714286,0
DAMBAKURIMA RHC,17,2014,92,DAMBAKURIMA RHC,15.21,20.32142857,33.48571429,0
DAMBAKURIMA RHC,18,2014,115,DAMBAKURIMA RHC,0.41,17.64857143,31.89142857,0
DAMBAKURIMA RHC,19,2014,134,DAMBAKURIMA RHC,0.07,19.43142857,33.09428571,0
DAMBAKURIMA RHC,20,2014,140,DAMBAKURIMA RHC,0,17.59857143,32.56142857,0
DAMBAKURIMA RHC,21,2014,78,DAMBAKURIMA RHC,0.05,17.71,30.34857143,0
DAMBAKURIMA RHC,22,2014,48,DAMBAKURIMA RHC,0,16.53,31.66428571,0
DAMBAKURIMA RHC,23,2014,31,DAMBAKURIMA RHC,0,15.92571429,32.14285714,0
DAMBAKURIMA RHC,24,2014,46,DAMBAKURIMA RHC,0,15.26142857,29.25714286,0
DAMBAKURIMA RHC,25,2014,6,DAMBAKURIMA RHC,0,14.92285714,29.91714286,0
DAMBAKURIMA RHC,26,2014,0,DAMBAKURIMA RHC,0.12,15.09428571,29.43857143,0
DAMBAKURIMA RHC,27,2014,20,DAMBAKURIMA RHC,0,15.59,29.08,0
DAMBAKURIMA RHC,28,2014,19,DAMBAKURIMA RHC,0,14.68857143,28.57285714,0
DAMBAKURIMA RHC,29,2014,28,DAMBAKURIMA RHC,0,13.84714286,29.77857143,0
DAMBAKURIMA RHC,30,2014,17,DAMBAKURIMA RHC,0,14.43714286,30.22428571,0
DAMBAKURIMA RHC,31,2014,14,DAMBAKURIMA RHC,0.04,15.82571429,30.13142857,0
DAMBAKURIMA RHC,32,2014,10,DAMBAKURIMA RHC,0,16.12714286,31.19571429,0
DAMBAKURIMA RHC,33,2014,11,DAMBAKURIMA RHC,0,17.36857143,30.77142857,0
DAMBAKURIMA RHC,34,2014,11,DAMBAKURIMA RHC,0,18.99142857,34.57428571,0
DAMBAKURIMA RHC,35,2014,8,DAMBAKURIMA RHC,0,16.50571429,32.73142857,0
DAMBAKURIMA RHC,36,2014,11,DAMBAKURIMA RHC,0.04,15.80142857,30.77714286,0
DAMBAKURIMA RHC,37,2014,1,DAMBAKURIMA RHC,0,20.03714286,35.10714286,0
DAMBAKURIMA RHC,38,2014,5,DAMBAKURIMA RHC,0,20.83142857,36.47571429,0
DAMBAKURIMA RHC,39,2014,9,DAMBAKURIMA RHC,0,19.40428571,35.57571429,0
DAMBAKURIMA RHC,40,2014,1,DAMBAKURIMA RHC,0.15,21.95,35.69,0
DAMBAKURIMA RHC,41,2014,8,DAMBAKURIMA RHC,0,21.91142857,38.06142857,0
DAMBAKURIMA RHC,42,2014,4,DAMBAKURIMA RHC,1.05,23.77571429,38.13285714,0
DAMBAKURIMA RHC,43,2014,0,DAMBAKURIMA RHC,0.01,22.20285714,37.74142857,0
DAMBAKURIMA RHC,44,2014,1,DAMBAKURIMA RHC,0.03,22.63571429,37.69428571,0
DAMBAKURIMA RHC,45,2014,0,DAMBAKURIMA RHC,0.16,24.75285714,38.54142857,0
DAMBAKURIMA RHC,46,2014,0,DAMBAKURIMA RHC,7.74,26.57571429,40.80285714,0
DAMBAKURIMA RHC,47,2014,0,DAMBAKURIMA RHC,5.53,22.39,35.23,0
DAMBAKURIMA RHC,48,2014,1,DAMBAKURIMA RHC,0.05,24.09285714,40.11857143,0
DAMBAKURIMA RHC,49,2014,0,DAMBAKURIMA RHC,0.04,23.05142857,38.60285714,0
DAMBAKURIMA RHC,50,2014,0,DAMBAKURIMA RHC,81.73,24.01571429,33.02428571,0
DAMBAKURIMA RHC,51,2014,0,DAMBAKURIMA RHC,43.75,23.68142857,31.50142857,0
DAMBAKURIMA RHC,52,2014,1,DAMBAKURIMA RHC,31.66,23.65714286,30.42142857,0
DAMBAKURIMA RHC,53,2014,0,,,,,0
DAVID NELSON CLINIC,1,2014,0,DAVID NELSON CLINIC,100.64,20.568,25.862,0
DAVID NELSON CLINIC,2,2014,4,DAVID NELSON CLINIC,38.93,19.97285714,28.12,0
DAVID NELSON CLINIC,3,2014,8,DAVID NELSON CLINIC,27.21,18.70714286,28.67428571,0
DAVID NELSON CLINIC,4,2014,9,DAVID NELSON CLINIC,59.91,20.28285714,27.33,0
DAVID NELSON CLINIC,5,2014,3,DAVID NELSON CLINIC,66.88,20.24428571,26.29428571,0
DAVID NELSON CLINIC,6,2014,0,DAVID NELSON CLINIC,136.53,20.57,26.24714286,0
DAVID NELSON CLINIC,7,2014,3,DAVID NELSON CLINIC,88.15,18.57857143,27.14285714,0
DAVID NELSON CLINIC,8,2014,4,DAVID NELSON CLINIC,33.02,18.83857143,26.93571429,0
DAVID NELSON CLINIC,9,2014,4,DAVID NELSON CLINIC,16.09,19.07857143,27.93571429,0
DAVID NELSON CLINIC,10,2014,4,DAVID NELSON CLINIC,17.58,19.79857143,26.75428571,0
DAVID NELSON CLINIC,11,2014,2,DAVID NELSON CLINIC,15.48,19.98285714,27.16714286,0
DAVID NELSON CLINIC,12,2014,2,DAVID NELSON CLINIC,8.57,17.57714286,28.51142857,0
DAVID NELSON CLINIC,13,2014,22,DAVID NELSON CLINIC,11.14,17.19285714,28.19142857,0
DAVID NELSON CLINIC,14,2014,45,DAVID NELSON CLINIC,3.52,16.93857143,28.67857143,0
DAVID NELSON CLINIC,15,2014,91,DAVID NELSON CLINIC,2.48,15.66857143,26.58571429,0
DAVID NELSON CLINIC,16,2014,98,DAVID NELSON CLINIC,2.99,15.82428571,27.67142857,0
DAVID NELSON CLINIC,17,2014,94,DAVID NELSON CLINIC,15.4,16.59285714,28.83142857,0
DAVID NELSON CLINIC,18,2014,56,DAVID NELSON CLINIC,0.42,14.18,27.35714286,0
DAVID NELSON CLINIC,19,2014,73,DAVID NELSON CLINIC,0.1,15.74857143,28.21714286,0
DAVID NELSON CLINIC,20,2014,126,DAVID NELSON CLINIC,0,14.23857143,28.18714286,0
DAVID NELSON CLINIC,21,2014,48,DAVID NELSON CLINIC,0.04,13.93,26.22142857,0
DAVID NELSON CLINIC,22,2014,11,DAVID NELSON CLINIC,0,12.92714286,27.48428571,0
DAVID NELSON CLINIC,23,2014,30,DAVID NELSON CLINIC,0,13.15571429,28.22857143,0
DAVID NELSON CLINIC,24,2014,8,DAVID NELSON CLINIC,0,12.22571429,25.37714286,0
DAVID NELSON CLINIC,25,2014,12,DAVID NELSON CLINIC,0,11.79285714,26.1,0
DAVID NELSON CLINIC,26,2014,12,DAVID NELSON CLINIC,0.06,11.93,25.62428571,0
DAVID NELSON CLINIC,27,2014,8,DAVID NELSON CLINIC,0,12.17285714,24.85428571,0
DAVID NELSON CLINIC,28,2014,3,DAVID NELSON CLINIC,0,11.15285714,25.02,0
DAVID NELSON CLINIC,29,2014,3,DAVID NELSON CLINIC,0,10.77428571,25.93857143,0
DAVID NELSON CLINIC,30,2014,3,DAVID NELSON CLINIC,0,11.51571429,26.78285714,0
DAVID NELSON CLINIC,31,2014,1,DAVID NELSON CLINIC,0.02,12.48,26.62714286,0
DAVID NELSON CLINIC,32,2014,2,DAVID NELSON CLINIC,0,12.80428571,27.83714286,0
DAVID NELSON CLINIC,33,2014,2,DAVID NELSON CLINIC,0,13.72571429,26.42428571,0
DAVID NELSON CLINIC,34,2014,2,DAVID NELSON CLINIC,0,15.25714286,30.94285714,0
DAVID NELSON CLINIC,35,2014,7,DAVID NELSON CLINIC,0,13.63142857,29.83428571,0
DAVID NELSON CLINIC,36,2014,4,DAVID NELSON CLINIC,0.09,12.52285714,27.50142857,0
DAVID NELSON CLINIC,37,2014,3,DAVID NELSON CLINIC,0,16.60428571,31.85571429,0
DAVID NELSON CLINIC,38,2014,6,DAVID NELSON CLINIC,0,17.66571429,33.38428571,0
DAVID NELSON CLINIC,39,2014,1,DAVID NELSON CLINIC,0,15.87857143,32.47285714,0
DAVID NELSON CLINIC,40,2014,7,DAVID NELSON CLINIC,0.61,18.43857143,32.62,0
DAVID NELSON CLINIC,41,2014,4,DAVID NELSON CLINIC,0,18.14714286,34.43857143,0
DAVID NELSON CLINIC,42,2014,2,DAVID NELSON CLINIC,0.92,19.93285714,34.96285714,0
DAVID NELSON CLINIC,43,2014,3,DAVID NELSON CLINIC,0,18.58142857,34.62,0
DAVID NELSON CLINIC,44,2014,2,DAVID NELSON CLINIC,0.04,18.57571429,34.22142857,0
DAVID NELSON CLINIC,45,2014,2,DAVID NELSON CLINIC,0.34,20.59857143,35.24857143,0
DAVID NELSON CLINIC,46,2014,1,DAVID NELSON CLINIC,8.89,22.40857143,37.01285714,0
DAVID NELSON CLINIC,47,2014,0,DAVID NELSON CLINIC,5.71,18.74,32.03857143,0
DAVID NELSON CLINIC,48,2014,2,DAVID NELSON CLINIC,0.22,20.71142857,37.03,0
DAVID NELSON CLINIC,49,2014,0,DAVID NELSON CLINIC,0.83,19.33142857,35.50142857,0
DAVID NELSON CLINIC,50,2014,0,DAVID NELSON CLINIC,105.78,20.43142857,29.15714286,0
DAVID NELSON CLINIC,51,2014,4,DAVID NELSON CLINIC,46.4,20.91714286,28.23285714,0
DAVID NELSON CLINIC,52,2014,4,DAVID NELSON CLINIC,30.56,21.10142857,27.99714286,0
Hoya RHC,1,2014,1,Hoya RHC,100.64,20.568,25.862,0
Hoya RHC,2,2014,6,Hoya RHC,38.93,19.97285714,28.12,0
Hoya RHC,3,2014,10,Hoya RHC,27.21,18.70714286,28.67428571,0
Hoya RHC,4,2014,14,Hoya RHC,59.91,20.28285714,27.33,0
Hoya RHC,5,2014,9,Hoya RHC,66.88,20.24428571,26.29428571,0
Hoya RHC,6,2014,20,Hoya RHC,136.53,20.57,26.24714286,0
Hoya RHC,7,2014,56,Hoya RHC,88.15,18.57857143,27.14285714,0
Hoya RHC,8,2014,39,Hoya RHC,33.02,18.83857143,26.93571429,0
Hoya RHC,9,2014,38,Hoya RHC,16.09,19.07857143,27.93571429,0
Hoya RHC,10,2014,49,Hoya RHC,17.58,19.79857143,26.75428571,0
Hoya RHC,11,2014,11,Hoya RHC,15.48,19.98285714,27.16714286,0
Hoya RHC,12,2014,65,Hoya RHC,8.57,17.57714286,28.51142857,0
Hoya RHC,13,2014,204,Hoya RHC,11.14,17.19285714,28.19142857,0
Hoya RHC,14,2014,401,Hoya RHC,3.52,16.93857143,28.67857143,0
Hoya RHC,15,2014,622,Hoya RHC,2.48,15.66857143,26.58571429,1
Hoya RHC,16,2014,685,Hoya RHC,2.99,15.82428571,27.67142857,0
Hoya RHC,17,2014,544,Hoya RHC,15.4,16.59285714,28.83142857,0
Hoya RHC,18,2014,97,Hoya RHC,0.42,14.18,27.35714286,0
Hoya RHC,19,2014,100,Hoya RHC,0.1,15.74857143,28.21714286,0
Hoya RHC,20,2014,157,Hoya RHC,0,14.23857143,28.18714286,0
Hoya RHC,21,2014,51,Hoya RHC,0.04,13.93,26.22142857,0
Hoya RHC,22,2014,82,Hoya RHC,0,12.92714286,27.48428571,0
Hoya RHC,23,2014,61,Hoya RHC,0,13.15571429,28.22857143,1
Hoya RHC,24,2014,61,Hoya RHC,0,12.22571429,25.37714286,0
Hoya RHC,25,2014,17,Hoya RHC,0,11.79285714,26.1,0
Hoya RHC,26,2014,21,Hoya RHC,0.06,11.93,25.62428571,0
Hoya RHC,27,2014,22,Hoya RHC,0,12.17285714,24.85428571,0
Hoya RHC,28,2014,11,Hoya RHC,0,11.15285714,25.02,0
Hoya RHC,29,2014,32,Hoya RHC,0,10.77428571,25.93857143,0
Hoya RHC,30,2014,17,Hoya RHC,0,11.51571429,26.78285714,0
Hoya RHC,31,2014,3,Hoya RHC,0.02,12.48,26.62714286,0
Hoya RHC,32,2014,0,Hoya RHC,0,12.80428571,27.83714286,0
Hoya RHC,33,2014,16,Hoya RHC,0,13.72571429,26.42428571,0
Hoya RHC,34,2014,5,Hoya RHC,0,15.25714286,30.94285714,0
Hoya RHC,35,2014,10,Hoya RHC,0,13.63142857,29.83428571,0
Hoya RHC,36,2014,10,Hoya RHC,0.09,12.52285714,27.50142857,0
Hoya RHC,37,2014,3,Hoya RHC,0,16.60428571,31.85571429,0
Hoya RHC,38,2014,6,Hoya RHC,0,17.66571429,33.38428571,0
Hoya RHC,39,2014,14,Hoya RHC,0,15.87857143,32.47285714,0
Hoya RHC,40,2014,12,Hoya RHC,0.61,18.43857143,32.62,0
Hoya RHC,41,2014,9,Hoya RHC,0,18.14714286,34.43857143,0
Hoya RHC,42,2014,4,Hoya RHC,0.92,19.93285714,34.96285714,0
Hoya RHC,43,2014,6,Hoya RHC,0,18.58142857,34.62,0
Hoya RHC,44,2014,2,Hoya RHC,0.04,18.57571429,34.22142857,0
Hoya RHC,45,2014,1,Hoya RHC,0.34,20.59857143,35.24857143,0
Hoya RHC,46,2014,1,Hoya RHC,8.89,22.40857143,37.01285714,0
Hoya RHC,47,2014,0,Hoya RHC,5.71,18.74,32.03857143,0
Hoya RHC,48,2014,1,Hoya RHC,0.22,20.71142857,37.03,0
Hoya RHC,49,2014,1,Hoya RHC,0.83,19.33142857,35.50142857,0
Hoya RHC,50,2014,0,Hoya RHC,105.78,20.43142857,29.15714286,0
Hoya RHC,51,2014,0,Hoya RHC,46.4,20.91714286,28.23285714,0
Hoya RHC,52,2014,2,Hoya RHC,30.56,21.10142857,27.99714286,0
Hwata RHC,1,2014,1,Hwata RHC,100.64,20.568,25.862,0
Hwata RHC,2,2014,1,Hwata RHC,38.93,19.97285714,28.12,0
Hwata RHC,3,2014,1,Hwata RHC,27.21,18.70714286,28.67428571,0
Hwata RHC,4,2014,5,Hwata RHC,59.91,20.28285714,27.33,0
Hwata RHC,5,2014,0,Hwata RHC,66.88,20.24428571,26.29428571,0
Hwata RHC,6,2014,2,Hwata RHC,136.53,20.57,26.24714286,0
Hwata RHC,7,2014,0,Hwata RHC,88.15,18.57857143,27.14285714,0
Hwata RHC,8,2014,2,Hwata RHC,33.02,18.83857143,26.93571429,0
Hwata RHC,9,2014,4,Hwata RHC,16.09,19.07857143,27.93571429,0
Hwata RHC,10,2014,2,Hwata RHC,17.58,19.79857143,26.75428571,0
Hwata RHC,11,2014,17,Hwata RHC,15.48,19.98285714,27.16714286,0
Hwata RHC,12,2014,4,Hwata RHC,8.57,17.57714286,28.51142857,0
Hwata RHC,13,2014,7,Hwata RHC,11.14,17.19285714,28.19142857,0
Hwata RHC,14,2014,9,Hwata RHC,3.52,16.93857143,28.67857143,0
Hwata RHC,15,2014,46,Hwata RHC,2.48,15.66857143,26.58571429,0
Hwata RHC,16,2014,16,Hwata RHC,2.99,15.82428571,27.67142857,0
Hwata RHC,17,2014,0,Hwata RHC,15.4,16.59285714,28.83142857,0
Hwata RHC,18,2014,119,Hwata RHC,0.42,14.18,27.35714286,0
Hwata RHC,19,2014,11,Hwata RHC,0.1,15.74857143,28.21714286,0
Hwata RHC,20,2014,142,Hwata RHC,0,14.23857143,28.18714286,0
Hwata RHC,21,2014,91,Hwata RHC,0.04,13.93,26.22142857,0
Hwata RHC,22,2014,60,Hwata RHC,0,12.92714286,27.48428571,1
Hwata RHC,23,2014,51,Hwata RHC,0,13.15571429,28.22857143,0
Hwata RHC,24,2014,51,Hwata RHC,0,12.22571429,25.37714286,0
Hwata RHC,25,2014,64,Hwata RHC,0,11.79285714,26.1,0
Hwata RHC,26,2014,5,Hwata RHC,0.06,11.93,25.62428571,0
Hwata RHC,27,2014,10,Hwata RHC,0,12.17285714,24.85428571,0
Hwata RHC,28,2014,0,Hwata RHC,0,11.15285714,25.02,0
Hwata RHC,29,2014,32,Hwata RHC,0,10.77428571,25.93857143,0
Hwata RHC,30,2014,3,Hwata RHC,0,11.51571429,26.78285714,0
Hwata RHC,31,2014,6,Hwata RHC,0.02,12.48,26.62714286,0
Hwata RHC,32,2014,0,Hwata RHC,0,12.80428571,27.83714286,0
Hwata RHC,33,2014,6,Hwata RHC,0,13.72571429,26.42428571,0
Hwata RHC,34,2014,6,Hwata RHC,0,15.25714286,30.94285714,0
Hwata RHC,35,2014,11,Hwata RHC,0,13.63142857,29.83428571,0
Hwata RHC,36,2014,1,Hwata RHC,0.09,12.52285714,27.50142857,0
Hwata RHC,37,2014,40,Hwata RHC,0,16.60428571,31.85571429,0
Hwata RHC,38,2014,13,Hwata RHC,0,17.66571429,33.38428571,0
Hwata RHC,39,2014,4,Hwata RHC,0,15.87857143,32.47285714,0
Hwata RHC,40,2014,10,Hwata RHC,0.61,18.43857143,32.62,0
Hwata RHC,41,2014,9,Hwata RHC,0,18.14714286,34.43857143,0
Hwata RHC,42,2014,5,Hwata RHC,0.92,19.93285714,34.96285714,0
Hwata RHC,43,2014,1,Hwata RHC,0,18.58142857,34.62,0
Hwata RHC,44,2014,1,Hwata RHC,0.04,18.57571429,34.22142857,0
Hwata RHC,45,2014,0,Hwata RHC,0.34,20.59857143,35.24857143,0
Hwata RHC,46,2014,0,Hwata RHC,8.89,22.40857143,37.01285714,0
Hwata RHC,47,2014,1,Hwata RHC,5.71,18.74,32.03857143,0
Hwata RHC,48,2014,0,Hwata RHC,0.22,20.71142857,37.03,0
Hwata RHC,49,2014,0,Hwata RHC,0.83,19.33142857,35.50142857,0
Hwata RHC,50,2014,2,Hwata RHC,105.78,20.43142857,29.15714286,0
Hwata RHC,51,2014,0,Hwata RHC,46.4,20.91714286,28.23285714,0
Hwata RHC,52,2014,0,Hwata RHC,30.56,21.10142857,27.99714286,0
Hwata RHC,53,2014,0,,,,,0
Muzarabani RHC,1,2014,4,Muzarabani RHC,100.64,20.568,25.862,0
Muzarabani RHC,2,2014,5,Muzarabani RHC,38.93,19.97285714,28.12,0
Muzarabani RHC,3,2014,16,Muzarabani RHC,27.21,18.70714286,28.67428571,0
Muzarabani RHC,4,2014,10,Muzarabani RHC,59.91,20.28285714,27.33,0
Muzarabani RHC,5,2014,14,Muzarabani RHC,66.88,20.24428571,26.29428571,0
Muzarabani RHC,6,2014,0,Muzarabani RHC,136.53,20.57,26.24714286,0
Muzarabani RHC,7,2014,5,Muzarabani RHC,88.15,18.57857143,27.14285714,0
Muzarabani RHC,8,2014,12,Muzarabani RHC,33.02,18.83857143,26.93571429,0
Muzarabani RHC,9,2014,19,Muzarabani RHC,16.09,19.07857143,27.93571429,0
Muzarabani RHC,10,2014,11,Muzarabani RHC,17.58,19.79857143,26.75428571,0
Muzarabani RHC,11,2014,20,Muzarabani RHC,15.48,19.98285714,27.16714286,0
Muzarabani RHC,12,2014,16,Muzarabani RHC,8.57,17.57714286,28.51142857,0
Muzarabani RHC,13,2014,20,Muzarabani RHC,11.14,17.19285714,28.19142857,0
Muzarabani RHC,14,2014,145,Muzarabani RHC,3.52,16.93857143,28.67857143,0
Muzarabani RHC,15,2014,237,Muzarabani RHC,2.48,15.66857143,26.58571429,0
Muzarabani RHC,16,2014,190,Muzarabani RHC,2.99,15.82428571,27.67142857,0
Muzarabani RHC,17,2014,236,Muzarabani RHC,15.4,16.59285714,28.83142857,0
Muzarabani RHC,18,2014,254,Muzarabani RHC,0.42,14.18,27.35714286,0
Muzarabani RHC,19,2014,38,Muzarabani RHC,0.1,15.74857143,28.21714286,0
Muzarabani RHC,20,2014,157,Muzarabani RHC,0,14.23857143,28.18714286,0
Muzarabani RHC,21,2014,131,Muzarabani RHC,0.04,13.93,26.22142857,1
Muzarabani RHC,22,2014,0,Muzarabani RHC,0,12.92714286,27.48428571,1
Muzarabani RHC,23,2014,0,Muzarabani RHC,0,13.15571429,28.22857143,0
Muzarabani RHC,24,2014,0,Muzarabani RHC,0,12.22571429,25.37714286,0
Muzarabani RHC,25,2014,13,Muzarabani RHC,0,11.79285714,26.1,0
Muzarabani RHC,26,2014,0,Muzarabani RHC,0.06,11.93,25.62428571,0
Muzarabani RHC,27,2014,28,Muzarabani RHC,0,12.17285714,24.85428571,0
Muzarabani RHC,28,2014,25,Muzarabani RHC,0,11.15285714,25.02,0
Muzarabani RHC,29,2014,26,Muzarabani RHC,0,10.77428571,25.93857143,0
Muzarabani RHC,30,2014,13,Muzarabani RHC,0,11.51571429,26.78285714,0
Muzarabani RHC,31,2014,7,Muzarabani RHC,0.02,12.48,26.62714286,0
Muzarabani RHC,32,2014,22,Muzarabani RHC,0,12.80428571,27.83714286,0
Muzarabani RHC,33,2014,20,Muzarabani RHC,0,13.72571429,26.42428571,0
Muzarabani RHC,34,2014,6,Muzarabani RHC,0,15.25714286,30.94285714,0
Muzarabani RHC,35,2014,26,Muzarabani RHC,0,13.63142857,29.83428571,0
Muzarabani RHC,36,2014,23,Muzarabani RHC,0.09,12.52285714,27.50142857,0
Muzarabani RHC,37,2014,20,Muzarabani RHC,0,16.60428571,31.85571429,0
Muzarabani RHC,38,2014,17,Muzarabani RHC,0,17.66571429,33.38428571,0
Muzarabani RHC,39,2014,12,Muzarabani RHC,0,15.87857143,32.47285714,0
Muzarabani RHC,40,2014,19,Muzarabani RHC,0.61,18.43857143,32.62,0
Muzarabani RHC,41,2014,8,Muzarabani RHC,0,18.14714286,34.43857143,0
Muzarabani RHC,42,2014,1,Muzarabani RHC,0.92,19.93285714,34.96285714,0
Muzarabani RHC,43,2014,4,Muzarabani RHC,0,18.58142857,34.62,0
Muzarabani RHC,44,2014,0,Muzarabani RHC,0.04,18.57571429,34.22142857,0
Muzarabani RHC,45,2014,2,Muzarabani RHC,0.34,20.59857143,35.24857143,0
Muzarabani RHC,46,2014,1,Muzarabani RHC,8.89,22.40857143,37.01285714,0
Muzarabani RHC,47,2014,1,Muzarabani RHC,5.71,18.74,32.03857143,0
Muzarabani RHC,48,2014,0,Muzarabani RHC,0.22,20.71142857,37.03,0
Muzarabani RHC,49,2014,0,Muzarabani RHC,0.83,19.33142857,35.50142857,0
Muzarabani RHC,50,2014,0,Muzarabani RHC,105.78,20.43142857,29.15714286,0
Muzarabani RHC,51,2014,0,Muzarabani RHC,46.4,20.91714286,28.23285714,0
Muzarabani RHC,52,2014,1,Muzarabani RHC,30.56,21.10142857,27.99714286,0
Muzarabani RHC,53,2014,0,,,,,0
Nyamaridza Clinic,1,2014,0,Nyamaridza Clinic,100.64,20.568,25.862,0
Nyamaridza Clinic,2,2014,0,Nyamaridza Clinic,38.93,19.97285714,28.12,0
Nyamaridza Clinic,3,2014,0,Nyamaridza Clinic,27.21,18.70714286,28.67428571,0
Nyamaridza Clinic,4,2014,0,Nyamaridza Clinic,59.91,20.28285714,27.33,0
Nyamaridza Clinic,5,2014,0,Nyamaridza Clinic,66.88,20.24428571,26.29428571,0
Nyamaridza Clinic,6,2014,0,Nyamaridza Clinic,136.53,20.57,26.24714286,0
Nyamaridza Clinic,7,2014,0,Nyamaridza Clinic,88.15,18.57857143,27.14285714,0
Nyamaridza Clinic,8,2014,0,Nyamaridza Clinic,33.02,18.83857143,26.93571429,0
Nyamaridza Clinic,9,2014,0,Nyamaridza Clinic,16.09,19.07857143,27.93571429,0
Nyamaridza Clinic,10,2014,0,Nyamaridza Clinic,17.58,19.79857143,26.75428571,0
Nyamaridza Clinic,11,2014,0,Nyamaridza Clinic,15.48,19.98285714,27.16714286,0
Nyamaridza Clinic,12,2014,0,Nyamaridza Clinic,8.57,17.57714286,28.51142857,0
Nyamaridza Clinic,13,2014,0,Nyamaridza Clinic,11.14,17.19285714,28.19142857,0
Nyamaridza Clinic,14,2014,0,Nyamaridza Clinic,3.52,16.93857143,28.67857143,0
Nyamaridza Clinic,15,2014,0,Nyamaridza Clinic,2.48,15.66857143,26.58571429,0
Nyamaridza Clinic,16,2014,0,Nyamaridza Clinic,2.99,15.82428571,27.67142857,0
Nyamaridza Clinic,17,2014,0,Nyamaridza Clinic,15.4,16.59285714,28.83142857,0
Nyamaridza Clinic,18,2014,0,Nyamaridza Clinic,0.42,14.18,27.35714286,0
Nyamaridza Clinic,19,2014,0,Nyamaridza Clinic,0.1,15.74857143,28.21714286,0
Nyamaridza Clinic,20,2014,0,Nyamaridza Clinic,0,14.23857143,28.18714286,0
Nyamaridza Clinic,21,2014,0,Nyamaridza Clinic,0.04,13.93,26.22142857,0
Nyamaridza Clinic,22,2014,0,Nyamaridza Clinic,0,12.92714286,27.48428571,0
Nyamaridza Clinic,23,2014,0,Nyamaridza Clinic,0,13.15571429,28.22857143,0
Nyamaridza Clinic,24,2014,0,Nyamaridza Clinic,0,12.22571429,25.37714286,0
Nyamaridza Clinic,25,2014,0,Nyamaridza Clinic,0,11.79285714,26.1,0
Nyamaridza Clinic,26,2014,0,Nyamaridza Clinic,0.06,11.93,25.62428571,0
Nyamaridza Clinic,27,2014,0,Nyamaridza Clinic,0,12.17285714,24.85428571,0
Nyamaridza Clinic,28,2014,0,Nyamaridza Clinic,0,11.15285714,25.02,0
Nyamaridza Clinic,29,2014,0,Nyamaridza Clinic,0,10.77428571,25.93857143,0
Nyamaridza Clinic,30,2014,0,Nyamaridza Clinic,0,11.51571429,26.78285714,0
Nyamaridza Clinic,31,2014,0,Nyamaridza Clinic,0.02,12.48,26.62714286,0
Nyamaridza Clinic,32,2014,0,Nyamaridza Clinic,0,12.80428571,27.83714286,0
Nyamaridza Clinic,33,2014,0,Nyamaridza Clinic,0,13.72571429,26.42428571,0
Nyamaridza Clinic,34,2014,0,Nyamaridza Clinic,0,15.25714286,30.94285714,0
Nyamaridza Clinic,35,2014,0,Nyamaridza Clinic,0,13.63142857,29.83428571,0
Nyamaridza Clinic,36,2014,0,Nyamaridza Clinic,0.09,12.52285714,27.50142857,0
Nyamaridza Clinic,37,2014,0,Nyamaridza Clinic,0,16.60428571,31.85571429,0
Nyamaridza Clinic,38,2014,0,Nyamaridza Clinic,0,17.66571429,33.38428571,0
Nyamaridza Clinic,39,2014,0,Nyamaridza Clinic,0,15.87857143,32.47285714,0
Nyamaridza Clinic,40,2014,0,Nyamaridza Clinic,0.61,18.43857143,32.62,0
